pool	chain	project	symbol	tvl	apyBase	apyReward	apy	cnt	outlier	cls	prob	corr.apy.tvl	corr.apy.tvl.ma30
ed59f01f-b39d-49e4-9325-974dc436739b	Waves	vires-finance	EURN	101839	15.20033	0.08037	15.2807	59	False	Down	60.0	-0.9497031041413085	-0.8362691023897545
4eb33502-39af-46d0-aded-8ea250e3cd6d	Ethereum	idle-finance	DAI	100687	0.62612	0.0	0.62612	94	False	Stable/Up	63.0	0.921125918065014	0.4800741458782084
b1a21d29-c13c-4e1d-b5cb-6367b6382ee1	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
8bcce489-eba7-48a0-a4e0-2ce2c440dcdb	Fantom	tarot	DAI	98271	0.00397	0.0	0.00397	6	False	Stable/Up	67.5	0.0	0.0
c224ad7d-f2d7-4fd8-816c-1ebb64281d48	Polygon	pickle	USDC	96674	2.43623	0.0	2.43623	121	False	Stable/Up	75.0	-0.5946384833718658	-0.8742373390756469
1b814c63-629c-41d6-88eb-d7aba4d5460d	Binance	acryptos	USDC	95781	10.36	0.0	10.36	9	False	Stable/Up	56.00000000000001	-0.7868725931967213	-0.7868725931967213
a5e57d75-82ce-490a-b44e-d426dd3338f7	Polygon	aave-v3	SUSHI	94227	2.4822	0.0	2.4822	31	False	Stable/Up	60.0	-0.32359651789193306	-0.3926247676847362
e80e6098-e4cc-4274-837f-55a68bfc06fc	Avalanche	vesper	vaDAI.e	93176	1.01	3.24	4.25	119	False	Stable/Up	63.0	0.566222158412082	-0.3854301211178526
3164b991-e067-4365-82a4-8c7c6c7e35e0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
6f3bed66-ca0d-4645-a49a-fbc36c133431	Ethereum	cbridge	BUSD	91965	3.43217	0.0	3.43217	128	False	Down	79.0	-0.29740309417786026	-0.5008764612837353
0d39548b-fef5-4623-9fcf-3e852a85728f	Avalanche	yield-yak	USDC	91803	2.34	0.0	2.34	38	False	Stable/Up	70.0	0.5694963662617349	0.5953641591668491
70e75ee1-22d4-4357-bd8e-1f48bfa99f91	Binance	acryptos	BUSD	87895	5.42	0.0	5.42	64	False	Stable/Up	56.99999999999999	-0.2791523450186106	-0.09383996940654113
f1ad9433-9abe-4f1e-8fcf-db937f978347	Arbitrum	pickle	USDT	86561	9.37731	0.0	9.37731	121	False	Down	52.0	0.1557477073588996	0.2548164326873771
ee69ab4b-2b25-463f-86cd-e3cb73aad717	Avalanche	iron-bank	MIM	85657	2.83	0.0	2.83	56	False	Stable/Up	65.0	-0.9888697337419649	-0.9996139675709438
f08654c9-652f-4ca9-a12c-e0ac06c54995	Polygon	atlendis	USDC	80841	4.6601	0.0	4.6601	64	False	Down	57.99999999999999	0.24826602084913518	0.904343435779757
ee9f9393-46c3-424f-b77d-179644656738	Binance	acryptos	USDT	80024	9.21	0.0	9.21	64	False	Down	50.0	-0.5330440063617827	-0.5245486310964933
f9d55f98-8913-4c22-8a7f-cab80b0c2872	Cronos	acryptos	USDT	79606	5.02	0.0	5.02	64	False	Down	66.0	0.09208255671170171	-0.6561388750343332
090c9782-5176-44e6-bd23-6badb2037ffa	Polygon	tetu	DAI	75684	5.6372	0.0	5.6372	26	False	Down	61.0	-0.4068858606206032	-0.4068858606206032
3ac17240-3399-4016-8cc8-260cdcd2ed7f	Binance	acryptos	USDC	75577	1.14	0.0	1.14	64	False	Stable/Up	73.0	0.8711710655783386	0.6155252850861475
c614f3ae-cd88-403a-850a-7b75597719c0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
9a59d643-253a-4c1c-b993-a8232777a949	Cronos	acryptos	USDC	74005	3.86	0.0	3.86	64	False	Down	60.0	-0.5518770850600051	-0.8421826484510947
033b47d4-c9ff-4b3e-a0e7-2baab8f43feb	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
65b2aa56-1e0e-43c2-863c-b82b17d91a6d	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
475e228c-79e0-41ef-bcc5-32e0e21823ab	Fantom	tarot	USDC	68289	1.9057	0.0	1.9057	6	False	Down	66.0	0.3802937563482907	0.3802937563482907
33d01ae6-9a9f-4517-b9c8-dfaa168ff648	Fantom	tarot	DAI	66404	0.13273	0.0	0.13273	6	False	Stable/Up	61.0	0.868972878675963	0.868972878675963
d7281716-9325-47ce-9073-e5fb7229df90	Solana	solend	USDC	65151	0.00622	0.0	0.00622	103	False	Stable/Up	63.0	-0.15301840308172376	-0.40713193896452915
ec8cc935-0cfb-486a-ab78-3b9f219e84fd	Avalanche	platypus-finance	USDC	64894	0.0	0.0	0.0	20	False	Unknown	0.0	0.21303492714115116	0.21303492714115116
c1043890-72c2-41cc-a941-e7cc124b5b2d	Binance	acryptos	USDC	64816	3.46	0.0	3.46	54	False	Stable/Up	68.0	-0.21029633308691384	0.6412178709699152
0e3ade52-840f-463a-9029-401ae3fb9991	Ethereum	vesper	veDAI	64747	0.0	10.55	10.55	119	False	Down	98.0	0.1811210692293024	-0.7078967785500563
3d6eb84b-c939-44bb-90a4-b7fa3cb432e3	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
75f244f2-569d-41b7-a306-0c98366984ea	Fantom	the-granary	DAI	61440	2.38482	0.0	2.38482	17	False	Stable/Up	62.0	-0.8665688249391638	-0.8665688249391638
2a0634c6-0bc2-4ba5-aff4-12247f13e32e	Solana	solend	USDC	60781	0.53463	0.0	0.53463	111	False	Stable/Up	83.0	-0.7923220444466081	0.33526903217180865
7cca5f87-be99-4f84-aa84-a70d11f02f94	Binance	dot-dot-finance	valtusdEPS	60434	0.00315	0.18162	0.18477	40	False	Stable/Up	56.00000000000001	-0.08666764636535731	-0.08607814288608862
8e83c371-c879-40e4-b9f8-bf470856e35f	Binance	beefy	usdc	59671	0.8266	0.0	0.8266	142	False	Stable/Up	70.0	0.060146348005280514	-0.03485799014966597
2329c892-d4b3-4f94-8715-971b08204799	Binance	acryptos	DAI	58690	8.79	0.0	8.79	9	False	Stable/Up	73.0	0.31261758833343467	0.31261758833343467
5a3d4020-a795-4b07-9035-cdfb07985529	Avalanche	vesper	vaUSDC	57595	1.99	2.65	4.64	119	False	Stable/Up	70.0	0.38517522894467776	0.4050441837144978
5536e11d-a05e-4532-a017-1c0b1c1d1456	Avalanche	yield-yak	USDC	57583	3.41	0.0	3.41	38	False	Stable/Up	60.0	0.38344182783443975	0.5490927072072359
b980ce92-881c-4ec7-9ae8-40d0f7f3a1cc	Ethereum	mover	USDC	56031	4.35	0.0	4.35	80	False	Down	57.99999999999999	0.6596140167610115	0.7145016991253967
083bc169-58b9-4fa2-a01f-7c25319e75cf	Fantom	sturdy	DAI	54513	0.77232	0.0	0.77232	119	False	Stable/Up	66.0	0.6110466552327777	0.6520532237591204
33686699-68d8-49ce-b9bf-5491988906bc	Ethereum	stakedao	EUROPOOL	54135	0.29824	21.57225	21.87048	17	False	Down	64.0	0.5069461356242855	0.5069461356242855
58d19656-4e96-47b8-987a-816cedb39f4c	Cronos	acryptos	TUSD	52989	8.81	0.0	8.81	64	False	Down	77.0	-0.4138747162545649	-0.6007472659001508
6f67bc99-3b9f-4838-9bc4-7a1170b83ebd	Fantom	robo-vault	FRAX	52963	1.38045	0.0	1.38045	111	False	Stable/Up	79.0	-0.5334154999505297	-0.24801635650001227
875d2cc6-73f9-4804-b170-a2ef9462677a	Avalanche	trader-joe	MIM	52793	9.32947	0.0	9.32947	28	False	Down	70.0	-0.9984644968048031	-0.9984644968048031
1d7b6573-5aaf-4e6c-9532-d87c08f6e7e0	Polygon	pickle	USDT	52281	6.73531	0.0	6.73531	112	False	Stable/Up	76.0	-0.5666813427763321	-0.9141074796931314
3b7a1784-f104-4bd9-97cc-833ebfc9902b	Fantom	beefy	mim	51479	7.70768	0.0	7.70768	165	False	Down	74.0	-0.05647149366110354	-0.46609481414491555
22e59738-9af7-4d50-9c55-a9dacfd9dbb7	Binance	acryptos	TUSD	51167	2.68	0.0	2.68	64	False	Stable/Up	68.0	0.3605245432007786	-0.16580459236297365
7fbb0962-121b-472f-b9ba-beb64341219b	Ethereum	idle-finance	USDC	50297	4.60083	0.0	4.60083	31	False	Down	67.0	0.5929609438576917	0.6090634984194863
38a072db-a93a-4de9-a831-46fca47805fd	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
6bc3e007-592c-484a-a6e3-5c00bb2f2495	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
b6efe437-32b5-4fd0-9265-4b24ac1729a1	Fantom	iron-bank	fUSDT	46886	4.9203	0.0	4.9203	56	False	Stable/Up	68.0	-0.9264720438483721	-0.9812669687445744
5dd0ab4d-d6d1-4705-bec7-6f9b3f5928f9	Polygon	mover	USDC	46389	2.9	0.0	2.9	80	False	Stable/Up	55.00000000000001	-0.4928741045135981	-0.13899253379179707
3e3e037a-3407-4111-b05a-cf23f80462dd	Avalanche	yeti-finance	qiUSDTn	43927	3.06561	0.0	3.06561	23	False	Stable/Up	66.0	-0.07300388544482825	-0.07300388544482825
103ba949-12c7-4497-875d-45ba4326a4f9	Avalanche	yield-yak	YUSD	43554	7.17	0.0	7.17	38	False	Stable/Up	70.0	0.43309491425273783	0.4536925729103164
3add8b3e-d89e-4a7b-9ce6-679c6edf9202	Avalanche	beefy	dai.e	42968	2.2151	0.0	2.2151	122	False	Stable/Up	57.99999999999999	0.14355974106364752	0.922702772132617
3e6ecc78-7bdf-4034-bd59-72283a00ecdc	Fantom	tarot	USDC	42930	0.4548	0.0	0.4548	6	False	Unknown	0.0	-0.9999999997263137	-0.9999999997263137
1cc3f473-c7aa-45c4-8267-1d26021ef39b	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
ca69cc9e-a387-455c-b4f3-96ba3e62fec6	Binance	acryptos	USDC	42128	1.75	0.0	1.75	64	False	Stable/Up	59.0	0.47041055608670174	-0.6280885540083216
d46befc0-57af-44b2-a1f2-7f30488938a3	Cronos	acryptos	USDT	39221	1.32	0.0	1.32	64	False	Stable/Up	64.0	0.47960622666151603	-0.6456543022844495
8acfee88-dad8-4e75-89b1-110c2034a4bb	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
dadb0a92-3c79-433d-ab8b-6dab0fd46d7d	Solana	solend	USDT	36832	1.60713	0.0	1.60713	118	False	Stable/Up	52.0	0.6955202655264122	-0.8649694701534195
7fbcabac-6a56-46ac-bd5d-6884e0d85ff2	Ethereum	tokemak	ALUSD	36568	0.0	13.51073	13.51073	24	False	Down	94.0	-0.5064817158310824	-0.5064817158310824
d9bcb648-b5e2-4065-b668-a406bf2a2db3	Binance	acryptos	USDT	35942	16.44	0.0	16.44	6	False	Stable/Up	65.0	-0.9315310441538958	-0.9315310441538958
6feeb36a-8dbd-46ab-a18c-f809ea217ace	Ethereum	vesper	veDAI	34635	0.0	4.71	4.71	119	False	Down	73.0	0.08707287651391638	-0.5645787053522158
fe36ebbc-9d1e-4abd-ab24-5e91059be353	Gnosis	acryptos	WXDAI	34110	14.92	0.0	14.92	50	False	Down	54.0	-0.092868298094219	-0.635943004964879
6055720d-22ad-45d8-91ae-4345fa933ab0	Binance	beefy	dai	33391	1.95688	0.0	1.95688	140	False	Stable/Up	56.00000000000001	0.026528363281327568	0.2090501883337213
2960e69c-085e-4034-9dde-8b5fdfd3ee38	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
5a12a995-fa7c-4d3a-aea5-66f39989dbb4	Moonriver	acryptos	FRAX	33161	15.86	0.0	15.86	50	False	Stable/Up	53.0	0.01450422672706833	-0.9199292156912592
6c686ef1-8588-42eb-a25c-500b9edf28c6	Aurora	aurigami	USN	31943	0.0	4.64617	4.64617	45	False	Down	60.0	-0.39247951079431204	0.26565930143426764
d9353608-280d-4ec3-a748-4fbb0b157fc6	Polygon	harvest-finance	mUSD	31796	3.4229	0.0	3.4229	116	False	Stable/Up	59.0	0.30729972296235003	0.7102546832063753
041b887c-81f5-4ebc-9d45-9b3c003efbc8	Gnosis	acryptos	USDC	30648	12.75	0.0	12.75	46	False	Stable/Up	57.99999999999999	-0.05623441866559692	-0.5871230235199033
3de199da-ce4d-4301-aae5-8f1830ca7a77	Ethereum	idle-finance	ALUSD3CRV	30216	3.21815	0.0	3.21815	94	False	Down	76.0	-0.07026944715889676	0.9983411620032143
dcc0accf-d281-402a-a8eb-b6af3103419f	Cronos	acryptos	DAI	30107	2.49	0.0	2.49	64	False	Stable/Up	65.0	0.22689268652635952	-0.13018019780649487
0b00e38e-f003-4cb1-ab1f-066d125ace7d	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
4ff0e275-328e-400c-b2d1-23d016a9d05f	Fantom	the-granary	fUSDT	30030	6.08955	0.0	6.08955	17	False	Stable/Up	51.0	-0.7972066820960261	-0.7972066820960261
c7a5b3ba-5148-4a1e-a826-18249e2a2bf9	Moonbeam	acryptos	USDC	29005	0.0	0.0	0.0	64	False	Unknown	0.0	0.3156344036035133	-0.20391061511761827
855ef35a-ab02-4209-bef8-8fb58dce09ce	Ethereum	vesper	vDAI	27976	0.6	0.0	0.6	119	False	Down	59.0	-0.4057959670994922	-0.03713516179460776
2bf38bf0-f639-43d3-b830-55e931246716	Fantom	tarot	USDC	27112	4.78395	0.0	4.78395	6	False	Stable/Up	53.0	-0.7719677289453959	-0.7719677289453959
b0b13546-0955-44b3-9d30-0c4b4b708b6f	Optimism	tarot	USDC	26793	11.48112	0.0	11.48112	6	False	Stable/Up	84.0	-0.9358417660994442	-0.9358417660994442
65f68bad-18ed-45a7-b089-813780516cdd	Ethereum	mero	DAI	26495	8.24113	0.0	8.24113	15	False	Down	54.0	-0.8712076933248852	-0.8712076933248852
758d9c3e-e086-4781-b4e1-51bfd556a85d	Fantom	iron-bank	MIM	26292	8.1369	0.0	8.1369	56	False	Down	78.0	-0.7857985651005033	-0.9323569180041028
93fab8f3-736a-47dd-ae95-00f84101328c	Binance	acryptos	DAI	26161	5.89	0.0	5.89	64	False	Stable/Up	64.0	0.13699726557253872	-0.5185145050391495
88520f90-4ebb-4597-bdae-dc337b17157e	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
d87955b9-6841-4e74-b360-e28ea314855b	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
3d6467ff-8945-4e57-ba50-b950bf1537c5	Fantom	tarot	DAI	24439	0.16354	0.0	0.16354	6	False	Stable/Up	60.0	0.8390926128320277	0.8390926128320277
1b72d365-c76b-4446-ab84-6af7f9d77db1	Avalanche	yield-yak	USDC	24312	2.46	0.0	2.46	38	False	Stable/Up	72.0	0.07153779367430092	0.1822687141261411
db8655ac-0218-4051-83d6-8296593c7279	Avalanche	yield-yak	USDT.e	23287	6.89	0.0	6.89	38	False	Down	53.0	-0.3773472263177479	-0.4569844543058719
e936ab56-39af-4a64-8237-a857dca6b99f	Astar	acryptos	USDT	22823	11.71	0.0	11.71	50	False	Down	56.00000000000001	-0.4256228046507247	-0.7248461252995765
beb48ca6-6afc-47b4-b013-489dea8e03dd	Optimism	tarot	USDC	21924	7.57771	0.0	7.57771	6	False	Stable/Up	60.0	-0.24579323266893321	-0.24579323266893321
0fb4af7a-e49d-4a56-b8b2-da890f4224d9	Binance	wing-finance	DAI	20558	5.14822	1.46638	6.6146	8	False	Stable/Up	62.0	0.5769016797934134	0.5769016797934134
84957fa4-6544-4474-9192-738aaeb8a6ad	Ethereum	pickle	LUSD	20060	10.961	0.0	10.961	93	False	Down	73.0	-0.12956476874292752	0.3791188831301741
1bdb449e-e974-4f45-ad52-c7bc10408422	Fantom	tarot	DAI	19581	2.35109	0.0	2.35109	6	False	Stable/Up	62.0	0.9668218931049457	0.9668218931049457
eb6d5b36-f76b-4d95-ad49-ab19f983c5aa	Fantom	tarot	USDC	19475	1.54383	0.0	1.54383	6	False	Stable/Up	68.0	0.9975784560525627	0.9975784560525627
d375a232-c5a5-4b7c-90f3-f8b0a42b0ea7	Solana	solend	USDC	19027	5.0826	0.0	5.0826	118	False	Down	80.0	-0.2823225801501716	-0.961671277376785
c1e0afd6-df02-47e4-b146-658a26d26ecf	Avalanche	yield-yak	DAI.e	18718	7.56	0.0	7.56	38	False	Down	50.0	0.3535579937846801	0.30165055112063055
7d8d7b8f-6ddd-4310-8a6a-fef298066948	Fantom	tarot	USDC	18595	1e-05	0.0	1e-05	6	False	Down	72.0	-0.29187023309192284	-0.29187023309192284
c959843e-82d3-4a5c-b12a-88f092e52e3e	Binance	acryptos	USDT	17924	6.07	0.0	6.07	56	False	Stable/Up	72.0	-0.7839866441527875	-0.8539307426932156
5dd8ffbb-8b46-4268-80ab-e7dcdc48a770	Polygon	idle-finance	USDC	17716	0.29062	0.0	0.29062	94	False	Stable/Up	59.0	0.8807222016843058	0.4773648071221062
ec2337a6-7cfb-4435-8b45-4f1a17694a04	Fantom	tarot	USDC	17385	0.09227	0.0	0.09227	6	False	Down	52.0	-0.9618275652887494	-0.9618275652887494
e7f2a32b-97fa-4534-8ae6-cf386a2af781	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
b5080e14-94aa-4fe0-a291-2105bd749bf2	Solana	solend	USDC	16881	0.0012	0.0	0.0012	97	False	Stable/Up	72.0	-0.13893248075379133	-0.9749995335136066
931586ab-b0c0-4412-8e27-c1abed1cb107	Fantom	tarot	USDC	16491	0.33641	0.0	0.33641	6	False	Stable/Up	55.00000000000001	0.9998089442343391	0.9998089442343391
72e4c6ad-f4cb-4199-912f-db8cabd1d92c	Avalanche	yield-yak	DAI.e	16240	5.47	0.0	5.47	26	True	Stable/Up	73.0	0.18088728987104144	0.18088728987104144
89b69a88-db89-46a9-b052-b3248e00aff7	Avalanche	yield-yak	USDC.e	15995	1.98	0.0	1.98	35	False	Stable/Up	71.0	0.7252321522839146	0.7283102405171229
02c2f6f3-7e45-4f29-913d-6858267fbde0	Avalanche	yield-yak	FRAX	15790	1.55	0.0	1.55	25	False	Stable/Up	68.0	0.5498691939191906	0.5498691939191906
952ee59c-99f8-4272-a992-39f72eb014d2	Ethereum	wing-finance	DAI	14919	2.90113	4.26788	7.16901	8	False	Down	55.00000000000001	-0.025060339200595888	-0.025060339200595888
520b0eb7-6293-41cc-8b47-5415d6244de0	Avalanche	yield-yak	DAI.e	14793	2.45	0.0	2.45	26	False	Stable/Up	57.99999999999999	-0.8177954365868466	-0.8177954365868466
4c6eb65b-4d89-4b96-a464-4930b0822382	Avalanche	yield-yak	MONEYCRV	14739	11.73	0.0	11.73	38	False	Stable/Up	56.99999999999999	0.6897997175232565	0.7642855343290371
b0ffe38b-cb54-47d9-9f80-76f04945ab2c	Fantom	tarot	USDC	14710	0.00017	0.0	0.00017	6	False	Down	50.0	-0.9482519992657711	-0.9482519992657711
a48c25bf-8aab-473b-a40c-f6a5b67958c8	Fantom	robo-vault	DAI	14366	3.4539	0.0	3.4539	111	False	Down	55.00000000000001	-0.4559134976947438	0.1269601901021772
76c9f54e-0266-401d-a082-6e67b16a8489	Waves	vires-finance	BUSD	14199	19.66856	0.06476	19.73332	59	False	Down	74.0	-0.7627421769790619	-0.8981570581135101
698fa6a6-7471-4c61-8145-8d36814a4df3	Ethereum	idle-finance	SUSD	13824	0.97542	0.0	0.97542	94	False	Stable/Up	57.99999999999999	0.03638619055779378	-0.16670605411458173
dae1152d-7f80-440d-9f14-594a2e2afef4	Astar	acryptos	DAI	13566	13.39	0.0	13.39	50	False	Down	67.0	-0.07491375364686248	0.4207419310540533
0cdbaf02-7004-41b9-a771-3b56a9c8763b	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
765d24d5-1f60-4f4a-b5ae-06643a5a3392	Fantom	robo-vault	MIM	12891	4.45538	0.0	4.45538	111	False	Stable/Up	63.0	-0.25565514503655223	0.030545996923245437
016eb009-21e8-435f-83bc-cd2fbf74453a	Polygon	vesper	veDAI	12653	0.0	0.21	0.21	119	False	Down	53.0	0.5795803620084683	-0.016122394198461232
eb2ac2fa-fdd3-4c90-a0af-3f3f955429fe	Avalanche	acryptos	USDt	12209	11.16	0.0	11.16	64	False	Down	77.0	0.03345608366128041	0.11308795740834729
af6fb7d5-3f02-4fc4-bf2d-36429ab9e4ec	Avalanche	acryptos	DAIe	12209	3.79	0.0	3.79	64	False	Stable/Up	59.0	-0.5984798927983407	-0.6439339290850505
f625c088-a350-4bc0-8dae-f654216216b2	Polygon	idle-finance	DAI	11996	0.46663	0.0	0.46663	94	False	Stable/Up	72.0	0.7927630210279215	-0.35137532621339984
4554e50b-0b4c-4235-9d5f-644d7b267e1f	Avalanche	yield-yak	MONEY	11575	10.66	0.0	10.66	23	False	Down	56.99999999999999	0.05652152493383049	0.05652152493383049
51be9a35-fe52-41bc-b5a6-a44f5a439beb	Optimism	the-granary	DAI	11468	1.28925	0.0	1.28925	17	False	Down	57.99999999999999	-0.9993346986572859	-0.9993346986572859
6e8eef13-d91e-4343-ab5e-6e1439664292	Fantom	tarot	USDC	10996	0.53797	0.0	0.53797	6	False	Down	53.0	-0.9857953767248927	-0.9857953767248927
118f60cf-c82d-4658-88c9-d3d76866495d	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
30a9cd26-bfd2-4a96-98a2-5a06e50bb365	Avalanche	the-granary	USDC.e	10444	0.47914	0.0	0.47914	17	False	Stable/Up	59.0	-0.7637175774979177	-0.7637175774979177
7c293468-f1cd-4064-a3cd-72263570b033	Ethereum	idle-finance	USDC	10207	1.48029	0.0	1.48029	31	False	Stable/Up	56.00000000000001	0.19305718564126914	-0.23479343652508924
22a5ee34-7597-430c-83f6-166b824a6d53	Avalanche	acryptos	USDC	10094	2.62	0.0	2.62	64	False	Stable/Up	66.0	0.2598562430527105	-0.8270819565243878
94bcf4e6-7a64-4977-ac9c-07bf6a52e440	Waves	vires-finance	DAI	10066	12.87288	0.03313	12.90601	57	False	Down	60.0	-0.6524125959582581	-0.7937322503500213
60eaa3d8-0e0a-4a90-af04-78d919977db2	Ethereum	idle-finance	USDC	10040	7.19962	0.0	7.19962	21	False	Down	56.99999999999999	-0.08310061207662836	-0.08310061207662836
3d31928c-d6d7-4269-83a0-f82e5030885a	Ethereum	idle-finance	USDT	10032	3.89995	0.0	3.89995	31	False	Down	56.99999999999999	0.613588125850655	0.5943645507055703
31ea52b3-1fde-47f3-a5d0-c3d89f8344c6	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0
